provider_name,scheme_name,account_type,option_name,option_type,management_fee_pct,indirect_cost_ratio,performance_fee,transactional_cost,risk_label,risk_band,performance_1yr,performance_3yr,performance_5yr,performance_10yr,asset_allocation_json,source_url,scraped_at
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar All Growth Portfolio,Multi Sector High Growth,0.6,0.127,0.0,0.057,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Balanced Growth Portfolio,Multi Sector Balanced,0.55,0.125,0.007,0.049,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Balanced Portfolio,Multi Sector Balanced,0.55,0.116,0.005,0.044,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Conservative Portfolio,Multi Sector Conservative,0.5,0.138,0.002,0.043,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Diversified Income Portfolio,Multi Sector Moderately Conservative,0.55,0.128,,0.061,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Growth Portfolio,Multi Sector Growth,0.55,0.122,0.007,0.045,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar High Growth Portfolio,Multi Sector High Growth,0.6,0.123,0.005,0.049,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Medalist Core All Growth Portfolio,Multi Sector High Growth,0.256,0.738,0.149,0.076,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Medalist Core Balanced Portfolio,Multi Sector Balanced,0.256,0.472,,0.06,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Medalist Core Conservative Portfolio,Multi Sector Conservative,0.256,0.309,,0.043,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Medalist Core Growth Portfolio,Multi Sector Growth,0.256,0.576,0.082,0.059,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Medalist Core High Growth Portfolio,Multi Sector High Growth,0.256,0.682,0.132,0.065,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Medalist Core Moderate Portfolio,Multi Sector Moderately Conservative,0.256,0.379,,0.057,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Morningstar Moderate Portfolio,Multi Sector Moderately Conservative,0.5,0.125,0.005,0.048,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Assertive Portfolio,Multi Sector Growth,0.308,0.287,,0.15,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Conservative Income Portfolio,Multi Sector Moderately Conservative,0.308,0.271,,0.111,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Enhanced High Growth Portfolio,Multi Sector High Growth,0.308,1.164,0.669,0.348,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Income Generator Portfolio,Multi Sector Moderately Conservative,0.308,0.718,0.155,0.213,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Moderate Portfolio,Multi Sector Balanced,0.308,0.258,,0.159,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Wealth Accelerator Portfolio,Multi Sector Growth,0.308,0.859,0.207,0.31,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Quilla Wealth Accumulator Portfolio,Multi Sector Balanced,0.308,0.802,0.188,0.277,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Managed Portfolio - Balanced,Multi Sector Growth,0.256,0.426,0.015,0.055,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Managed Portfolio - Conservative,Multi Sector Moderately Conservative,0.256,0.427,0.007,0.035,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Managed Portfolio - Diversified 50,Multi Sector Balanced,0.256,0.413,0.007,0.039,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Managed Portfolio – Geared 120,Multi Sector High Growth,0.41,0.784,0.015,0.12,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Managed Portfolio - Growth,Multi Sector High Growth,0.256,0.436,0.016,0.07,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Managed Portfolio – High Growth,Multi Sector High Growth,0.256,0.395,0.015,0.07,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Sustainable Managed Portfolio - Balanced,Multi Sector Balanced,0.308,0.47,,0.094,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Sustainable Managed Portfolio - Conservative,Multi Sector Conservative,0.308,0.416,,0.092,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Sustainable Managed Portfolio - Diversified 50,Multi Sector Moderately Conservative,0.308,0.446,,0.098,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Sustainable Managed Portfolio - Growth,Multi Sector Growth,0.308,0.498,,0.103,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Russell Investments Sustainable Managed Portfolio - High Growth,Multi Sector High Growth,0.308,0.593,,0.126,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Schroder Concentrated Australian Equity Portfolio,Australian Large Cap,0.666,0.086,,0.032,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Aggressive Index Portfolio,Multi Sector,0.196,0.171,,0.048,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Assertive Index Portfolio,Multi Sector,0.196,0.176,,0.066,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Balanced Index Portfolio,Multi Sector,0.196,0.172,,0.052,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Conservative Index Portfolio,Multi Sector,0.196,0.137,,0.016,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Dynamic Aggressive Portfolio,Multi Sector,0.196,0.503,0.081,0.084,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Dynamic Assertive Portfolio,Multi Sector,0.196,0.473,0.063,0.09,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Dynamic Balanced Portfolio,Multi Sector,0.196,0.457,0.049,0.077,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Dynamic Conservative Portfolio,Multi Sector,0.196,0.353,0.014,0.067,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Dynamic Moderately Conservative Portfolio,Multi Sector,0.196,0.437,0.035,0.061,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante ESG Focus Dynamic Aggressive Portfolio,Multi Sector High Growth,0.196,0.676,0.001,0.036,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante ESG Focus Dynamic Assertive Portfolio,Multi Sector Growth,0.196,0.643,0.004,0.039,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante ESG Focus Dynamic Balanced Portfolio,Multi Sector Balanced,0.196,0.608,0.003,0.036,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante ESG Focus Dynamic Conservative Portfolio,Multi Sector Conservative,0.196,0.445,0.001,0.046,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante ESG Focus Dynamic Moderately Conservative Portfolio,Multi Sector Moderately Conservative,0.196,0.556,0.002,0.035,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Sestante Moderately Conservative Index Portfolio,Multi Sector,0.196,0.154,,0.043,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,SmartShield Balanced Portfolio,Multi Sector Balanced,0.308,0.13,,0.013,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,SmartShield Growth Portfolio,Multi Sector Growth,0.308,0.118,,0.014,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,SmartShield High Growth Portfolio,Multi Sector High Growth,0.308,0.115,,0.017,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,SmartShield Moderate Portfolio,Multi Sector Moderately Conservative,0.308,0.143,,0.012,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,State Street Balanced ETF Model Portfolio,Multi Sector Balanced,0.104,0.16,,0.026,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,State Street Growth ETF Model Portfolio,Multi Sector Growth,0.104,0.174,,0.029,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,State Street High Growth ETF Model Portfolio,Multi Sector High Growth,0.104,0.186,,0.029,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,State Street Moderate ETF Model Portfolio,Multi Sector Moderately Conservative,0.104,0.153,,0.023,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,State Street Target Income ETF Model Portfolio,Multi Sector,0.104,0.264,,0.041,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard Diversified All Growth Model Portfolio,Multi Sector High Growth,0.174,0.185,,0.016,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard Diversified Balanced Model Portfolio,Multi Sector Balanced,0.174,0.187,,0.005,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard Diversified Conservative Model Portfolio,Multi Sector Moderately Conservative,0.174,0.186,,0.004,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard Diversified Growth Model Portfolio,Multi Sector Growth,0.174,0.186,,0.004,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard Diversified High Growth Model Portfolio,Multi Sector High Growth,0.174,0.186,,0.003,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard LIS Core-Satellite All Growth Model Portfolio,Multi Sector High Growth,0.308,0.389,,0.063,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard LIS Core-Satellite Balanced Model Portfolio,Multi Sector Balanced,0.308,0.346,,0.047,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard LIS Core-Satellite Conservative Model Portfolio,Multi Sector Moderately Conservative,0.308,0.323,,0.038,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard LIS Core-Satellite Growth Model Portfolio,Multi Sector Growth,0.308,0.365,,0.054,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Vanguard LIS Core-Satellite High Growth Model Portfolio,Multi Sector High Growth,0.308,0.38,,0.06,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Watershed Balanced Portfolio,Multi Sector Balanced,0.513,0.472,0.01,0.012,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Watershed Conservative Portfolio,Multi Sector Moderately Conservative,0.513,0.448,0.017,0.007,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Watershed Growth Portfolio,Multi Sector Growth,0.513,0.494,0.004,0.017,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Watershed High Growth Portfolio,Multi Sector High Growth,0.513,0.527,,0.023,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Elite Blends - Balanced Portfolio,Multi Sector Balanced,0.256,0.821,0.175,0.1,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Elite Blends - Growth Portfolio,Multi Sector Growth,0.256,0.943,0.237,0.118,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Elite Blends - Moderate Portfolio,Multi Sector Moderately Conservative,0.256,0.714,0.136,0.086,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Essentials - Balanced Portfolio,Multi Sector Balanced,0.256,0.556,0.078,0.087,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Essentials - Growth Portfolio,Multi Sector Growth,0.256,0.565,0.12,0.104,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Essentials – High Growth Portfolio,Multi Sector High Growth,0.256,0.63,0.144,0.132,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Zenith Essentials – Moderate Portfolio,Multi Sector Moderately Conservative,0.256,0.526,0.044,0.069,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) Australia and New Zealand Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) Bendigo Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) ING Direct,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) Judo Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) Members Equity Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) National Australia Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) National Australia Bank (Institutional),Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 1 year (365 days) Qudos Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 Month (90 day) Australia and New Zealand Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) Bendigo Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) ING Direct,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) Judo Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) Members Equity Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) National Australia Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) National Australia Bank (Institutional),Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 3 months (90 days) Qudos Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 Months (180 days) Australia and New Zealand,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 months (180 days) Bendigo Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 months (180 days) ING Direct,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 Months (180 days) Judo Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 months (180 days) Members Equity Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 months (180 days) National Australia Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 months (180 days) National Australia Bank (Institutional),Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CORE Menu,Wrap,Term Deposit 6 months (180 days) Qudos Bank,Term Deposit,,,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Atlas Concentrated Australian Equity Portfolio,Australian Large Cap,0.513,0.021,,0.014,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Ausbil Australian Active Equity Portfolio,Australian Large Cap,0.82,0.01,,0.06,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Australian Ethical High Conviction Portfolio,Australian Large Cap,0.643,0.025,,0.036,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,AV Core Satellite Balanced Portfolio,Multi Sector Balanced,0.206,0.277,0.003,0.035,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,AV Core Satellite Growth Portfolio,Multi Sector Growth,0.206,0.289,0.004,0.035,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,AV Core Satellite High Growth Portfolio,Multi Sector High Growth,0.206,0.305,0.004,0.036,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,AV Core Satellite Moderate Portfolio,Multi Sector Moderately Conservative,0.206,0.295,0.002,0.033,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Azimut Investments High Conviction Global Equities Portfolio,International Equity,0.718,0.145,,0.143,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Beanstalk Investment Portfolio,Multi Sector Balanced,1.165,0.163,,0.044,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bellmont Direct Equities Portfolio,Australian Small and Mid Cap,0.461,0.069,,0.036,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bellmont Diversified - Balanced Portfolio,Multi Sector Balanced,0.273,0.672,0.213,0.098,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bellmont Diversified - Conservative Portfolio,Multi Sector Conservative,0.287,0.528,0.039,0.024,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bellmont Diversified - Growth Portfolio,Multi Sector Growth,0.267,0.71,0.26,0.116,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bellmont Diversified - High Growth Portfolio,Multi Sector High Growth,0.26,0.757,0.316,0.14,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bellmont Diversified - Moderate Portfolio,Multi Sector Moderately Conservative,0.283,0.589,0.12,0.058,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Bennelong Australian Equities Portfolio,Australian Large Cap,0.699,0.013,,0.166,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Australian Sustainability Leaders Portfolio,Australian Large Cap,0.605,0.015,,0.146,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Dynamic All Growth ETF Portfolio,Multi Sector High Growth,0.195,0.178,,0.033,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Dynamic Balanced ETF Portfolio,Multi Sector Balanced,0.195,0.182,,0.051,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Dynamic Conservative ETF Portfolio,Multi Sector Conservative,0.195,0.204,,0.03,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Dynamic Growth ETF Portfolio,Multi Sector Growth,0.195,0.171,,0.065,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Dynamic High Growth ETF Portfolio,Multi Sector High Growth,0.195,0.154,,0.075,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
