provider_name,scheme_name,account_type,option_name,option_type,management_fee_pct,indirect_cost_ratio,performance_fee,transactional_cost,risk_label,risk_band,performance_1yr,performance_3yr,performance_5yr,performance_10yr,asset_allocation_json,source_url,scraped_at
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Dynamic Moderate ETF Portfolio,Multi Sector Moderately Conservative,0.195,0.191,,0.041,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Ethical Diversified Balanced Portfolio,Multi Sector Balanced,0.144,0.501,,0.094,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Ethical Diversified Growth Portfolio,Multi Sector Growth,0.144,0.545,,0.077,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Ethical Diversified High Growth Portfolio,Multi Sector High Growth,0.144,0.589,,0.059,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Strategic Balanced ETF Managed Portfolio,Multi Sector Balanced,0.144,0.177,,0.041,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Strategic Conservative ETF Managed Portfolio,Multi Sector Conservative,0.144,0.195,,0.019,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Strategic Growth ETF Managed Portfolio,Multi Sector Growth,0.144,0.167,,0.054,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Strategic High Growth ETF Managed Portfolio,Multi Sector High Growth,0.144,0.156,,0.067,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Betashares Strategic Moderate ETF Managed Portfolio,Multi Sector Moderately Conservative,0.144,0.184,,0.038,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,BlackRock Active Multi-Asset Aggressive Portfolio,Multi Sector High Growth,0.164,0.526,0.053,0.28,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,BlackRock Active Multi-Asset Balanced Portfolio,Multi Sector Balanced,0.164,0.45,0.035,0.289,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,BlackRock Active Multi-Asset Growth Portfolio,Multi Sector Growth,0.164,0.518,0.044,0.301,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,BondAdviser Income Plus Portfolio (Blend),Fixed Income,0.256,0.35,0.008,0.043,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Dimensional Core 100/0 Wealth Model Portfolio,Multi Sector High Growth,0.164,0.354,,0.027,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Dimensional Core 50/50 Wealth Model Portfolio,Multi Sector Balanced,0.164,0.329,,0.028,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Dimensional Core 70/30 Wealth Model Portfolio,Multi Sector Growth,0.164,0.346,,0.031,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,DNR Capital Australian Equities High Conviction Portfolio,Australian Large Cap,0.564,0.084,,0.073,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,DNR Capital Australian Equities Income Portfolio,Australian Large Cap,0.564,0.087,,0.162,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,DNR Capital Australian Equities Socially Responsible Portfolio,Australian Large Cap,0.564,0.087,,0.067,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,DNR Capital Australian Listed Property Trust Portfolio,Property and Infrastructure,0.902,0.095,,0.022,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Australian Equities Income Portfolio,Australian Large Cap,0.41,0.062,,0.042,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Australian Large Companies Portfolio,Australian Large Cap,0.41,0.06,,0.052,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Growth 30 Portfolio,Multi Sector Moderately Conservative,0.41,0.461,0.017,0.049,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Growth 50 Portfolio,Multi Sector Balanced,0.41,0.433,0.027,0.057,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Growth 70 Portfolio,Multi Sector Growth,0.41,0.388,0.024,0.072,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Growth 85 Portfolio,Multi Sector Growth,0.41,0.346,0.024,0.075,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Growth 97 Portfolio,Multi Sector High Growth,0.41,0.298,0.024,0.077,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Income 50 Portfolio,Multi Sector Balanced,0.41,0.43,0.027,0.103,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Income 70 Portfolio,Multi Sector Growth,0.41,0.371,0.027,0.107,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Elston Income 85 Portfolio,Multi Sector High Growth,0.41,0.337,0.027,0.106,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Evergreen Premier Balanced Portfolio,Multi Sector Balanced,0.256,0.608,0.152,0.151,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Evergreen Premier Conservative Portfolio,Multi Sector Moderately Conservative,0.256,0.543,0.073,0.109,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Evergreen Premier Growth Portfolio,Multi Sector Growth,0.256,0.679,0.201,0.171,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,First Sentier Concentrated Share Portfolio,Australian Large Cap,0.718,0.037,,0.048,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,First Sentier Ex-20 Australian Share Portfolio,Australian Small and Mid Cap,0.769,0.056,,0.101,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Franklin Concentrated Global Equity ex-Australia Portfolio,International Equity,0.718,0.152,,0.192,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,GuardCap Global Equity Portfolio,International Equity,0.923,0.175,,0.083,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Dynamic 30 Portfolio,Multi Sector,Tiered,0.79,0.03,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Dynamic 50 Portfolio,Multi Sector,Tiered,0.88,0.06,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Dynamic 70 Portfolio,Multi Sector,Tiered,0.98,0.08,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Dynamic 85 Portfolio,Multi Sector,Tiered,1.06,0.09,0.04,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Enhanced Index 100 Portfolio,Multi Sector,Tiered,0.26,,,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Enhanced Index 30 Portfolio,Multi Sector,Tiered,0.56,,0.04,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Enhanced Index 50 Portfolio,Multi Sector,Tiered,0.47,,0.03,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Enhanced Index 70 Portfolio,Multi Sector,Tiered,0.38,,0.02,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Enhanced Index 85 Portfolio,Multi Sector,Tiered,0.3,,0.01,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF International Growth 100 Portfolio,Multi Sector,Tiered,1.19,0.17,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Strategic 100 Portfolio,Multi Sector,Tiered,0.93,0.11,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Strategic 50 Portfolio,Multi Sector,Tiered,0.83,0.04,0.06,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Strategic 70 Portfolio,Multi Sector,Tiered,0.86,0.05,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,HF Strategic 85 Portfolio,Multi Sector,Tiered,0.88,0.05,0.05,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Hyperion ASX 300 Australian Equities Portfolio,Australian Large Cap,0.643,0.054,,0.07,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Hyperion Global Growth Equities Portfolio,International Equity,1.015,0.129,,0.196,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Alternatives Portfolio B,Other,0.36,1.124,0.729,0.147,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Australian Equity Portfolio B,Australian Large Cap,0.36,0.816,0.566,0.142,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Balanced Portfolio B,Multi Sector Balanced,0.36,0.597,0.279,0.052,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Blended Balanced Portfolio B,Multi Sector Balanced,0.442,0.619,0.261,0.066,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Core Australian Equity Portfolio B,Australian Large Cap,0.518,0.029,,0.039,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Fixed Income Portfolio B,Fixed Income,0.36,0.45,,0.024,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Global Equity Portfolio B,International Equity,0.36,0.589,0.105,0.047,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Growth Portfolio B,Multi Sector Growth,0.36,0.667,0.355,0.058,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity High Growth Portfolio B,Multi Sector High Growth,0.36,0.665,0.376,0.074,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Index Plus Portfolio B,Multi Sector Balanced,0.36,0.347,0.069,0.028,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Moderate Portfolio B,Multi Sector Moderately Conservative,0.36,0.555,0.153,0.043,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity Property and Infrastructure Portfolio B,Property and Infrastructure,0.36,0.657,0.14,0.017,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Infinity SMID Australian Equity Portfolio B,Australian Small and Mid Cap,0.698,0.036,,0.042,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Active Balanced Portfolio,Multi Sector Balanced,0.359,0.584,0.027,0.075,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Active Conservative Portfolio,Multi Sector Conservative,0.359,0.405,0.021,0.041,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Active Growth Portfolio,Multi Sector Growth,0.359,0.667,0.027,0.094,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Active High Growth Portfolio,Multi Sector Growth,0.359,0.678,0.028,0.101,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Active Moderately Conservative Portfolio,Multi Sector Moderately Conservative,0.359,0.491,0.024,0.059,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Aspiration Portfolio - Flagship,Multi Sector High Growth,0.359,0.647,0.029,0.098,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Aspiration Portfolio - Fundamental,Multi Sector High Growth,0.359,0.351,0.001,0.043,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Lifestyle Preservation Portfolio - Flagship,Multi Sector Moderately Conservative,0.359,0.43,0.009,0.039,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Lifestyle Preservation Portfolio - Fundamental,Multi Sector Conservative,0.359,0.278,0.001,0.028,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Sustainable Future Balanced Portfolio,Multi Sector Balanced,0.359,0.648,0.036,0.064,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Sustainable Future Growth Portfolio,Multi Sector Growth,0.359,0.735,0.049,0.09,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Wealth Creation Portfolio - Flagship,Multi Sector Growth,0.359,0.607,0.025,0.076,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Innova Wealth Creation Portfolio - Fundamental,Multi Sector Balanced,0.359,0.342,0.001,0.031,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Better World Portfolio 1,Multi Sector Moderately Conservative,0.308,0.501,0.018,0.024,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Better World Portfolio 2,Multi Sector Balanced,0.308,0.533,0.031,0.021,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Better World Portfolio 3,Multi Sector Growth,0.308,0.549,0.043,0.017,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Better World Portfolio 4,Multi Sector Growth,0.308,0.564,0.052,0.014,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Diversified Portfolio 1,Multi Sector Moderately Conservative,0.308,0.336,0.064,0.065,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Diversified Portfolio 2,Multi Sector Balanced,0.308,0.372,0.114,0.096,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Diversified Portfolio 3,Multi Sector Growth,0.308,0.406,0.164,0.125,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Diversified Portfolio 4,Multi Sector Growth,0.308,0.43,0.2,0.147,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Diversified Portfolio 5,Multi Sector High Growth,0.308,0.443,0.229,0.165,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,InvestSense Market Diversifier Portfolio,Multi Sector Balanced,0.308,0.287,,0.041,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares Enhanced Strategic Aggressive Portfolio,Multi Sector Growth,0.186,0.217,,0.127,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares Enhanced Strategic All Growth Portfolio,Multi Sector High Growth,0.187,0.208,,0.119,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares Enhanced Strategic Balanced Portfolio,Multi Sector Balanced,0.186,0.219,,0.142,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares Enhanced Strategic Conservative Portfolio,Multi Sector Conservative,0.186,0.201,,0.137,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares Enhanced Strategic Growth Portfolio,Multi Sector Growth,0.186,0.216,,0.133,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares Enhanced Strategic Moderate Portfolio,Multi Sector Moderately Conservative,0.186,0.212,,0.141,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares ESG Aggressive Portfolio,Multi Sector High Growth,0.154,0.132,,0.046,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares ESG Balanced Portfolio,Multi Sector Balanced,0.154,0.181,,0.039,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares ESG Conservative Portfolio,Multi Sector Conservative,0.154,0.209,,0.031,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares ESG Growth Portfolio,Multi Sector Growth,0.154,0.165,,0.045,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,iShares ESG Moderate Portfolio,Multi Sector Moderately Conservative,0.154,0.198,,0.035,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Australian Equity Core Portfolio,Australian Large Cap,0.513,0.026,,0.049,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Australian Equity Income Portfolio,Australian Large Cap,0.513,0.032,,0.032,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Listed Balanced,Multi Sector Balanced,0.323,0.273,0.003,0.124,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Listed Conservative,Multi Sector Conservative,0.32,0.263,0.003,0.076,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Listed Growth,Multi Sector Growth,0.329,0.299,0.004,0.106,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Listed High Growth,Multi Sector High Growth,0.335,0.298,0.003,0.108,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Multi-Asset Balanced,Multi Sector Balanced,0.308,0.702,0.044,0.126,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Multi-Asset Growth,Multi Sector Growth,0.308,0.838,0.078,0.167,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Managed Portfolio - Multi-Asset High Growth,Multi Sector High Growth,0.308,0.87,0.121,0.183,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Retirement Managed Portfolio - Balanced,Multi Sector Balanced,0.308,0.717,0.001,0.061,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Retirement Managed Portfolio - Conservative,Multi Sector Moderately Conservative,0.308,0.628,0.001,0.033,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Retirement Managed Portfolio - Growth,Multi Sector Growth,0.308,0.818,0.051,0.066,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Sustainable Managed Portfolio - Balanced,Multi Sector Balanced,0.308,0.814,0.015,0.104,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Sustainable Managed Portfolio - Growth,Multi Sector Growth,0.308,0.937,0.021,0.117,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,Lonsec Sustainable Managed Portfolio - High Growth,Multi Sector High Growth,0.308,1.041,0.023,0.123,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,MLC Premium Balanced 70 Portfolio,Multi Sector Balanced,0.318,0.708,0.042,0.049,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,MLC Premium Conservative 30 Portfolio,Multi Sector Conservative,0.318,0.53,0.008,0.021,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,MLC Premium Growth 85 Portfolio,Multi Sector Growth,0.318,0.759,0.062,0.06,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,MLC Premium High Growth 98 Portfolio,Multi Sector High Growth,0.318,0.784,0.081,0.069,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,MLC Premium Moderate 50 Portfolio,Multi Sector Moderately Conservative,0.318,0.609,0.019,0.028,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
HUB24,HUB24 Invest - CHOICE Menu,Wrap,MLC Value Balanced 70 Portfolio,Multi Sector Balanced,0.267,0.452,0.008,0.024,,,,,,,,https://www.hub24.com.au/product-documents/hub24-invest-documents/,2026-03-26
